,fldName,fldDescriptionHeading,fldDescriptionText,fldNpdidField,fldDescriptionDateUpdated,DatesyncNPD
446,SKIRNE,Reservoir,Skirne and Byggve produced gas and condensate from Middle Jurassic sandstone in the Brent Group. The Skirne reservoir is at a depth of 2370 metres and the Byggve reservoir at 2900 metres. The reservoir quality is good.,2138816,09.12.2023,02.04.2024
447,SKIRNE,Status,"Skirne was shut down in June 2023, and decommissioning is ongoing.",2138816,19.08.2023,02.04.2024
448,SKIRNE,Development,"Skirne, including the Byggve accumulation, is a field in the central part of the North Sea, 20 kilometres east of the Heimdal field. The water depth is 120 metres. Skirne was discovered in 1990, and the plan for development and operation (PDO) was approved in 2002. The field was developed with two subsea templates tied to the Heimdal facility. The production started in 2004. The Atla field was tied-back to Skirne in 2012.",2138816,09.12.2023,02.04.2024
449,SKIRNE,Recovery strategy,The field was produced by pressure depletion.,2138816,16.08.2023,02.04.2024
450,SKOGUL,Recovery strategy,Skogul is produced by depletion and natural aquifer support.,31164600,28.02.2023,02.04.2024
451,SKOGUL,Status,"The production has been higher than anticipated, even though the oil production is steadily declining due to increasing water cut.",31164600,28.02.2023,02.04.2024
452,SKOGUL,Reservoir,The reservoir contains oil with a minor gas cap in Eocene sandstone of the Odin Formation. It is at a depth of 2100 metres and has excellent properties.,31164600,09.12.2023,02.04.2024
453,SKOGUL,Development,"Skogul is a field in the central part of the North Sea, 30 kilometres northeast of the Alvheim field. The water depth is 110 metres. Skogul was discovered in 2010, and the plan for development and operation (PDO) was approved in 2018. The development concept is a 2-slot subsea template, including one dual-lateral production well, tied to the Alvheim production, storage and offloading vessel (FPSO) via the Vilje field. The production started in 2020.",31164600,13.12.2023,02.04.2024
454,SKOGUL,Transport,The well stream from Skogul is routed by pipeline via the Vilje field to the Alvheim FPSO.,31164600,28.02.2023,02.04.2024
455,SKULD,Reservoir,"Skuld produces oil from sandstone of Early to Middle Jurassic age in the Åre, Tofte and Ile Formations. The field consists of the two deposits Fossekall and Dompap. The reservoirs have small gas caps and are at a depth of 2400-2600 metres. The reservoir quality is moderate to good.",21350124,14.12.2023,02.04.2024
456,SKULD,Status,Identification of new infill drilling targets and prevention of scale problems are the main focus areas for Skuld. The production has been shut-in since April 2023 and will resume in 2024 as soon as the heating system of the pipeline to the Norne FPSO is repaired.,21350124,14.12.2023,02.04.2024
457,SKULD,Recovery strategy,The field is produced with pressure support by water injection. Some of the wells are additionally supplied with gas lift to produce at low reservoir pressure and high water cut.,21350124,28.02.2023,02.04.2024
458,SKULD,Transport,"The well stream is sent to the Norne FPSO. The oil is offloaded to shuttle tankers together with the oil from the Norne field. The gas is transported by pipeline from the Norne vessel to the Åsgard field, and further via the Åsgard Transport System (ÅTS) to the Kårstø terminal.",21350124,28.02.2023,02.04.2024
459,SKULD,Development,"Skuld is a field in the Norwegian Sea, 20 kilometres north of the Norne field. The water depth is 340 metres. Skuld was discovered in 2008, and the plan for development and operation (PDO) was approved in 2012. The field is developed with three subsea templates tied-back to the Norne production, storage and offloading vessel (FPSO). The production started in 2013.",21350124,14.12.2023,02.04.2024
460,SLEIPNER VEST,Reservoir,Sleipner Vest produces gas and condensate mainly from Middle Jurassic sandstone in the Hugin Formation. Minor hydrocarbon volumes occur locally in the Sleipner Formation. The reservoir is at a depth of 3450 metres and is highly segmented. Faults in the field are generally not sealing and communication between the sand deposits is good.,43457,14.12.2023,02.04.2024
461,SLEIPNER VEST,Development,"Sleipner Vest is a field in the central part of the North Sea, 12 km west of Sleipner Øst. The water depth is 110 metres. Sleipner Vest was discovered in 1974, and the plan for development and operation (PDO) was approved in 1992. The field is developed with two platforms: the normally unmanned wellhead platform Sleipner B, which is remotely operated from the Sleipner A facility on the Sleipner Øst field, and the gas treatment platform Sleipner T, connected by a bridge to Sleipner A. The production started in 1996.",43457,14.12.2023,02.04.2024
462,SLEIPNER VEST,Transport,The well stream is sent to the Sleipner A facility for processing. Sales gas is exported from Sleipner A via Gassled (Area D) to the market. Unstable condensate is transported in a pipeline to the Kårstø terminal.,43457,28.02.2023,02.04.2024
463,SLEIPNER VEST,Status,"Sleipner Vest is in the middle of the tail production phase. Drilling targets are being evaluated for a drilling campaign in 2024/2025. To increase the production from the field, the inlet pressure at Sleipner T has been reduced and is planned to be reduced further in the coming years.",43457,14.12.2023,02.04.2024
464,SLEIPNER VEST,Recovery strategy,The field is produced by pressure depletion. CO2 is removed from the gas and injected for storage in the Utsira Formation.,43457,14.12.2023,02.04.2024
465,SLEIPNER ØST,Development,"Sleipner Øst is a field in the central part of the North Sea. The water depth is 80 metres. Sleipner Øst was discovered in 1981, and the plan for development and operation (PDO) was approved in 1986. The field has been developed with Sleipner A, an integrated processing, drilling and accommodation facility with a concrete base structure. The development includes the Sleipner R riser facility, which connects Sleipner A to the pipelines for gas transport, and the Sleipner T facility for processing and CO2 removal.  The production started in 1993. A PDO for Loke Heimdal was approved in 1991 and for Loke Triassic in 1995. Two subsea templates were installed, one for production from the northern part of Sleipner Øst and one for production from the Loke deposit. The Alpha Nord segment was developed in 2004 with a subsea template connected to Sleipner T. The Utgard field is tied-back to Sleipner T for processing and CO2 removal. The CO2 is injected into the Utsira Formation via a dedicated well at Sleipner A. The Sigyn, Gungne, Gudrun and Gina Krog fields are tied-back to Sleipner A.",43478,14.12.2023,02.04.2024
466,SLEIPNER ØST,Reservoir,"Sleipner Øst produces gas and condensate. The Sleipner Øst and Loke reservoirs are in Paleocene turbidite sandstone in the Ty Formation, Middle Jurassic shallow marine sandstone in the Hugin Formation and in continental sandstone in the Triassic Skagerrak Formation. In addition, gas has been proven in the Heimdal Formation, overlying the Ty Formation. The Ty Formation has good reservoir quality, while the Skagerrak Formation generally has poorer reservoir quality than both Ty and Hugin Formations. The reservoirs are at a depth of 2300 metres.",43478,14.12.2023,02.04.2024
467,SLEIPNER ØST,Recovery strategy,"The Hugin Formation reservoir is produced by pressure depletion. The reservoir in the Ty Formation was produced by dry gas recycling until 2005, and production from the Ty reservoir stopped in 2012. To optimise production, wells are produced at a reduced inlet pressure.",43478,28.02.2023,02.04.2024
468,SLEIPNER ØST,Transport,Sales gas is exported from the Sleipner A facility via Gassled (Area D) to market. Unstable condensate is transported to the Kårstø terminal by pipeline.,43478,28.02.2023,02.04.2024
469,SLEIPNER ØST,Status,"Sleipner Øst is in the late tail production phase. The main focus is on increasing reserves and decreasing production decline. It is expected that Sleipner Øst continues operation for tied-back fields after cease of own production. From 2024, the facilities in the Sleipner area will be partly operated with power from shore.",43478,14.12.2023,02.04.2024
470,SNORRE,Recovery strategy,"The field is produced with pressure support from water injection, gas injection and water alternating gas injection (WAG). From 2019, all gas is reinjected to increase oil recovery.",43718,28.02.2023,02.04.2024
