field,#,sea,status,HC type,PL/BAA,operator,HPHT,reservoir,development,group,formation,lithology,recovery,FactPageUrl,norwegian share,rec. oil,rec. gas,rec. ass. liq.,rec. OE,rem. oil,rem. gas,rem. ass. liq.,rem. OE,STOIIP,GIIP,in-place ass. liquid,in-place ass. gas,in-place free gas,in-place OE,in-place liq./OE ratio,in-place free gas/OE ratio,RF oil,RF liq.,RF gas,RF OE,maturity oil,maturity gas,maturity liq.,maturity OE,t10,t25,t50,t75,t90,t95,t100,prod. age,start year,rem. OE prod. years,est. total lifetime,est. rem. lifetime,est. P&A year,peak year,peak OE YPR,peak oil YPR,peak gas YPR,well num,prod. num,inj. num,obs. num,subsea index,lat,lon,depth min,depth mean,depth median,depth max,water depth,depth,p_h,p0,grad_p0,p0 checked,T0,GOR,oil FVF,gas FVF,oil PV0,gas PV0,HCPV0,gas PV0/HC PV0,rec. oil PV,rec. gas PV,rec. HCPV,CO2 SC,H2 SC,CO2 SC/well num,CO2 density RC,injectivity ind.,total score
VILJE,126,NORTH,producing,oil,036 D,Aker BP ASA,False,Vilje produces oil from turbidite sandstone of Paleocene age in the Heimdal Formation. The reservoir is in a fan system at a depth of 2150 metres and has good quality.,"Vilje is a field in the central part of the North Sea, 20 kilometres northeast of the Alvheim field. The water depth is 120 metres. Vilje was discovered in 2003, and the plan for development for operation (PDO) was approved in 2005. The field is developed with three horizontal subsea wells tied-back to the Alvheim production, storage and offloading vessel (FPSO). The production started in 2008. The Skogul field is tied-back to the Alvheim FPSO via the Vilje template.",Rogaland,Heimdal,clastic,The field is produced by natural water drive from the regional underlying Heimdal aquifer. The production is assisted by gas lift.,https://factpages.sodir.no/field/pageview/all/3392471,1.0,14.81,0.0,0.0,14.81,0.92,0.0,0.0,0.92,27.7,1.1,0.0,1.1,0.0,29.9,0.93,0.0,0.535,0.535,0.0,0.4953,0.938,,0.938,0.938,1.0352,2.3202,4.423,8.0626,13.2341,,,17.167,2008.667,7.2,25.076,7.91,2033.91,2010.0,1.866,1.783,0.083,5.0,4.0,0.0,1.0,1.0,59.6564214,2.2784834,2099.0,2154.6,2150.0,2188.0,122.0,2150.0,219.9,219.9,101.8,False,77.3,39.7,1.1075190936072712,0.005226620170571584,30.68,0.0,30.68,0.0,16.4,0.0,16.4,10.7,0.22,2.14,652.0,2740.0,0.0
VISUND,127,NORTH,producing,gas/oil,VISUND INSIDE,Equinor Energy AS,False,"Visund produces oil and gas from sandstone of Late Triassic and Early Jurassic age in the Lunde Formation and Statfjord Group, and of Middle Jurassic age in the Brent Group. The reservoirs are in several tilted fault blocks with varying pressure and liquid systems. The reservoirs are at depths of 2900-3000 metres. The reservoir quality is generally good in the main reservoirs.","Visund is a field in the northern part of the North Sea, northeast of the Gullfaks field. The water depth is 335 metres. Visund was discovered in 1986, and the plan for development and operation (PDO) was approved in 1996. The field is developed with a semi-submersible, integrated accommodation, drilling and processing facility (Visund A) and a subsea facility in the northern part of the field. The production started in 1999. A PDO for the gas phase was approved in 2002 and gas export started in 2005. A PDO exemption was granted in 2013 for the deposits Rhea and Titan east on Visund. The subsea facility north on Visund was replaced in 2013 due to problems with the original template. In 2017, a PDO exemption was granted for another subsea template north on Visund.","Hegre, Brent","Lunde, Statfjord, Brent",clastic,"The field is mainly produced by pressure depletion, and partly with pressure support from water injection. Gas has earlier also been injected in some segments, but increased gas export since 2015 has reduced gas available for injection. Gas injection was terminated in 2021.",https://factpages.sodir.no/field/pageview/all/43745,1.0,41.56,73.74,15.09,130.38,1.97,19.86,3.46,25.29,86.75,111.12,36.08,24.56,86.56,258.51,0.48,0.335,0.479,0.461,0.6636,0.5044,0.953,0.731,0.904,0.806,5.7767,13.307,19.9329,25.1015,,,,26.0,1999.333,3.8,41.688,15.688,2041.688,2021.0,7.105,1.606,5.498,64.0,49.0,7.0,8.0,1.0,61.38315625,2.4855011875,1401.0,2940.8,2941.8,3470.4,343.8,2941.8,300.5,432.4,146.6,True,103.0,283.1,1.7574544741537865,0.003421501941971674,152.46,296.17,448.62,0.66,70.31,196.54,266.85,205.46,6.08,3.21,770.0,5381.0,0.0
VISUND SØR,128,NORTH,producing,gas/oil,VISUND INSIDE,Equinor Energy AS,False,Visund Sør produces oil and gas from sandstone in the Middle Jurassic Brent Group and the Upper Triassic Statfjord Group. The reservoir depth is 2800-2900 metres.,"Visund Sør is a field in the northern part of the North Sea, 10 kilometres northeast of the Gullfaks C platform. The water depth is 290 metres. Visund Sør was discovered in 2008, and the plan for development and operation (PDO) was approved in 2011. The field is developed with a subsea template tied to Gullfaks C. The production started in 2012.","Statfjord, Brent","Statfjord, Brent",clastic,The field is produced by pressure depletion.,https://factpages.sodir.no/field/pageview/all/20461008,1.0,2.87,6.62,1.77,11.25,0.1,1.03,0.28,1.42,13.0,11.89,3.83,2.98,8.91,31.7,0.53,0.281,0.221,0.276,0.5568,0.3549,0.965,0.844,0.917,0.874,1.1602,2.3072,4.2774,6.7102,,,,9.0,2012.917,7.3,14.525,4.192,2030.192,2015.0,1.62,0.845,0.775,8.0,5.0,0.0,3.0,1.0,61.30054225,2.3637876249999996,2838.0,2891.8,2881.5,2997.0,291.1,2881.5,294.3,425.6,147.4,True,101.0,229.2,1.611823778694783,0.0034351812171321836,20.95,30.61,51.56,0.59,5.77,17.04,22.81,17.6,0.52,2.2,772.0,6768.0,0.0
VOLUND,129,NORTH,producing,oil/gas,150,Aker BP ASA,False,Volund produces oil from Paleocene sandstone in the Hermod Formation. The deposit is a unique injectite trap. The sand was remobilised in the early Eocene and injected into the overlying Balder Formation. The reservoir is at a depth of 2000 metres and has excellent quality.,"Volund is a field in the North Sea, 10 kilometres south of the Alvheim field. The water depth is 120 metres. Volund was discovered in 1994, and the plan for development and operation (PDO) was approved in 2007. The field was developed with a subsea template including four horizontal subsea production wells and one injection well tied to the Alvheim production, storage and offloading vessel (FPSO). The production started in 2009. An additional subsea template was installed subsequently.",Rogaland,Hermod,clastic,The field is produced with significant pressure support from the aquifer and with injection of produced water delivered from the Alvheim FPSO.,https://factpages.sodir.no/field/pageview/all/4380167,1.0,12.72,1.79,0.02,14.52,0.71,0.19,0.02,0.92,21.7,4.699999999999999,0.0,2.4,2.3,28.8,0.75,0.08,0.586,0.587,0.3809,0.5042,0.944,0.894,0.943,0.937,1.1449,2.183,3.9816,8.0165,11.6836,,,15.417,2009.75,6.5,22.419,7.003,2033.003,2012.0,2.171,1.99,0.181,17.0,12.0,1.0,4.0,1.0,59.49567529411765,1.9658332352941177,1815.0,1970.9,1945.0,2220.0,123.9,1945.0,199.0,199.0,101.8,False,70.7,110.6,1.2696389131289898,0.0055636849012861,27.55,12.8,40.35,0.32,16.17,4.87,21.04,13.73,0.27,0.81,652.0,1729.0,0.0
VOLVE,130,NORTH,shut down,oil,1282,Equinor Energy AS,False,Volve produced oil from sandstone of Middle Jurassic age in the Hugin Formation. The reservoir is at a depth of 2700-3100 metres. The western part of the structure is heavily faulted and communication across the faults is uncertain.,"Volve is a field in the central part of the North Sea, five kilometres north of the Sleipner Øst field. The water depth is 80 metres. Volve was discovered in 1993, and the plan for development and operation (PDO) was approved in 2005. The field was developed with a jack-up processing and drilling facility. The vessel ""Navion Saga"" was used for storing stabilised oil. The production started in 2008.",Vestland,Hugin,clastic,The field was produced with water injection for pressure support.,https://factpages.sodir.no/field/pageview/all/3420717,1.0,10.17,0.81,0.39,11.38,0.0,0.0,0.0,0.0,18.7,2.8,0.0,2.8,0.0,24.3,0.77,0.0,0.544,0.565,0.2893,0.4683,1.0,1.0,1.0,1.0,0.6717,1.1916,2.1747,4.8709,7.1103,7.6572,8.6667,8.667,2008.167,0.0,,0.0,2016.75,2009.0,3.165,2.868,0.297,16.0,9.0,3.0,4.0,0.0,58.4416204375,1.8874745625,958.1,2748.6,3115.0,3345.1,91.0,3115.0,318.1,340.9,109.1,True,108.6,149.7,1.4080571404696505,0.004104927672290509,26.33,0.0,26.33,0.0,14.87,0.0,14.87,10.04,0.27,0.63,675.0,4527.0,0.0
YME,131,NORTH,producing,oil,316,Repsol Norge AS,False,"The reservoir contains oil in two separate main structures, Gamma and Beta. The structures comprise six deposits. The reservoirs are in sandstone of Middle Jurassic age in the Sandnes Formation, at a depth of 3150 metres. They are heterogeneous and have variable properties.","Yme is a field in the southeastern part of the Norwegian sector of the North Sea, 130 kilometres northeast of the Ula field. The water depth is 100 metres. The field comprises two separate main structures, Gamma and Beta, which are 12 kilometres apart. Yme was discovered in 1987, and the plan for development and operation (PDO) was approved in 1995. Yme was originally developed with a jack-up drilling and production platform on the Gamma structure and a storage vessel. The Beta structure was developed with a subsea template. The production started in 1996 and ceased in 2001, because operation of the field was no longer regarded as profitable. A PDO for the redevelopment of Yme was approved in 2007. The development concept was a new mobile offshore production unit (MOPU). Due to structural deficiencies and the vast amount of outstanding work to complete the facility, it was decided to remove it from the field in 2013. The removal of the MOPU was completed in 2016. In 2018, an amended PDO for the redevelopment of Yme was approved. The PDO includes a jack-up rig equipped with drilling and production facilities installed on the Gamma structure and a subsea template on the Beta structure, as well as reuse of existing facilities on the field. The production started again in 2021.",Vestland,Sandnes,clastic,The field is produced by pressure support from partial water injection and water alternating gas (WAG) injection. Some of the wells are equipped with gas lift.,https://factpages.sodir.no/field/pageview/all/43807,1.0,14.33,0.0,0.0,14.33,2.83,0.0,0.0,2.83,57.47,3.45,0.0,3.45,0.0,64.37,0.89,0.0,0.249,0.249,0.0,0.2226,0.803,,0.803,0.803,1.0157,2.1239,4.3355,8.6792,,,,9.5,1996.167,2.6,17.111,7.611,2033.611,1997.0,1.98,1.98,0.0,33.0,26.0,7.0,0.0,0.308,57.79880054545455,4.477228303030303,3056.0,3254.2,3254.0,3598.0,89.8,3164.0,332.3,350.0,110.3,True,110.0,40.0,1.1353813930316479,0.0040438290700427724,65.25,0.0,65.25,0.0,16.27,0.0,16.27,11.06,0.31,0.34,680.0,1187.0,0.0
YTTERGRYTA,132,NORWEGIAN,shut down,gas,062,Equinor Energy AS,False,Yttergryta produced gas from sandstone of Middle Jurassic age in the Fangst Group. The reservoir is at a depth of 2400-2500 metres.,"Yttergryta is a field in the Norwegian Sea, 33 kilometres east of the Åsgard B platform. The water depth is 300 metres. Yttergryta was discovered in 2007, and the plan for development and operation (PDO) was approved in 2008. The field was developed with a subsea template connected to the Åsgard B platform via the Midgard X template. The production started in 2009.",Fangst,,clastic,The field was produced by pressure depletion.,https://factpages.sodir.no/field/pageview/all/4973114,1.0,0.29,1.81,0.65,2.75,0.0,0.0,0.0,0.0,0.0,7.39,1.31,0.0,7.39,8.7,0.15,0.849,,0.715,0.2449,0.3161,,1.0,1.0,1.0,0.2478,0.5972,1.2951,1.8973,2.2425,2.3648,3.0833,3.083,2009.083,0.0,,0.0,2013.5,2013.0,0.62,0.172,0.448,1.0,1.0,0.0,0.0,1.0,65.111594,7.509225,2461.0,2461.0,2461.0,2461.0,301.0,2461.0,251.5,251.5,101.8,False,87.4,,0.0,0.00484516036772692,0.0,35.81,35.81,1.0,0.0,8.77,8.77,5.71,0.13,5.71,651.0,14910.0,0.0
ÆRFUGL NORD,133,NORWEGIAN,producing,gas/oil,212 E,Aker BP ASA,False,The reservoir contains gas and condensate in sandstone of Late Cretaceous age in the Lysing Formation. It is at a depth of 2800 metres and has good quality.,"Ærfugl Nord is a field in the northern part of the Norwegian Sea, just west of the Skarv field. The water depth is 350-450 metres. Ærfugl Nord was discovered in 2012, and the plan for development and operation (PDO) was approved in 2018. The Ærfugl Nord development includes one production well tied-back to the Skarv production, storage and offloading vessel (FPSO). The production started in 2021.",Cromer Knoll,Lysing,clastic,The field is produced by depletion.,https://factpages.sodir.no/field/pageview/all/38542241,1.0,0.21,2.2,0.32,2.73,0.0,0.0,0.0,0.0,0.62,5.6,0.0,0.0,5.6,6.22,0.1,0.9,0.339,0.86,0.3929,0.4389,1.0,1.0,1.0,1.0,0.2219,0.5452,1.1489,1.9136,2.5302,2.8379,3.25,3.25,2021.917,0.0,,,,2023.0,0.835,0.131,0.704,1.0,1.0,0.0,0.0,1.0,65.917817,7.720978,2870.3,2870.3,2870.3,2870.3,368.0,2870.3,293.2,293.2,101.8,False,100.7,222.8,1.594337129097059,0.004488760978532181,0.99,25.14,26.13,0.96,0.85,9.88,10.73,6.98,0.18,6.98,650.0,10791.0,0.0
ØRN,134,NORWEGIAN,approved,gas,942,Aker BP ASA,False,The reservoir contains gas and condensate in sandstone of Middle Jurassic age in the Garn and Not Formations. It is at a depth of about 4100 metres and has good quality.,"Ørn is a field in the northern part of the Norwegian Sea, 20 kilometres northwest of the Skarv field. The water depth is 380 metres. Ørn was discovered in 2019, and the plan for development and operation (PDO) was approved in 2023. The development concept includes a subsea template with four slots tied-back to the Skarv floating production, storage and offloading vessel (FPSO).",Fangst,"Garn, Not",clastic,The field will be produced by pressure depletion.,https://factpages.sodir.no/field/pageview/all/42002484,1.0,0.36,8.54,0.59,9.48,0.36,8.54,0.59,9.48,0.0,11.4,0.47,0.0,11.4,11.87,0.04,0.96,,2.019,0.7491,0.7987,,0.0,0.0,0.0,,,,,,,,,2028.0,,11.3,11.3,2039.3,,,,,2.0,0.0,0.0,0.0,1.0,65.853861,7.389183,4147.0,4147.0,4147.0,4147.0,362.0,4100.0,423.2,550.6,134.0,True,140.6,,0.0,0.003263228601274856,0.0,37.2,37.2,1.0,0.0,27.87,27.87,20.65,0.71,10.32,741.0,,0.0
ØST FRIGG,135,NORTH,shut down,gas,873,Aker BP ASA,False,"Øst Frigg produced gas from sandstone of Eocene age in the Frigg Formation. The reservoir is at a depth of 1900 metres and has excellent quality. The field contains two separate structures, which are part of the same pressure system as the Frigg field. Appraisal drilling in 2025 confirmed the presence of oil in the Frigg Formation.","Øst Frigg is a field in the central part of the North Sea, four kilometres east of the Frigg field. The water depth is 100 metres. Øst Frigg was discovered in 1973, and the plan for development and operation (PDO) was approved in 1984. The field was developed with two subsea templates and a central manifold station tied to the Frigg field. The production started in 1988.",Hordaland,Frigg,clastic,The field was produced by pressure depletion.,https://factpages.sodir.no/field/pageview/all/43576,1.0,0.0,9.22,0.07,9.29,0.0,0.0,0.0,0.0,0.0,21.37,0.13,0.0,21.37,21.5,0.01,0.994,,0.538,0.4314,0.4321,,1.0,1.0,1.0,0.6731,1.8509,3.3406,5.3592,7.5246,8.2725,9.4167,9.417,1988.667,0.0,,0.0,1998.0,1991.0,1.576,0.013,1.563,5.0,5.0,0.0,0.0,1.0,59.907710599999994,2.3634608,1925.0,2162.0,2076.0,2460.0,112.0,2076.0,212.4,215.5,103.3,True,74.9,,0.0,0.005267478523646961,0.0,112.57,112.57,1.0,0.0,48.57,48.57,31.97,0.65,6.39,658.0,5667.0,0.0
ÅSGARD,136,NORWEGIAN,producing,gas/oil,ÅSGARD UNIT,Equinor Energy AS,False,"Åsgard produces gas and considerable amounts of condensate mainly from Jurassic sandstone at depths of as much as 4850 metres. The reservoir quality varies in the different formations, and there are large variations in the reservoir properties between the four accumulations. Smørbukk is in a rotated fault block and contains gas, condensate and oil in the Åre, Tilje, Tofte, Ile and Garn Formations. Smørbukk Nord contains gas in the Ile and Garn Formations. Smørbukk Sør contains oil, gas and condensate in the Tilje, Ile and Garn Formations. The Midgard gas accumulation is divided into four structural segments, with the main reservoir in the Ile and Garn Formations. Blåbjørn contains oil at a depth of 3100 metres in the Upper Cretaceous Lysing Formation. The Blåbjørn reservoir is located above Smørbukk Sør.","Åsgard is a field in the central part of the Norwegian Sea. The water depth is 240-300 metres. Åsgard was discovered in 1981, and the plan for development and operation (PDO) was approved in 1996. The Åsgard field includes the accumulations Smørbukk, Smørbukk Sør, Midgard and Blåbjørn. The field has been developed with subsea wells tied-back to a production, storage and offloading vessel (FPSO), Åsgard A, and a floating, semi-submersible facility for gas and condensate processing, Åsgard B. The gas centre is connected to a storage vessel for condensate, Åsgard C. The production started in 1999. An amended PDO for a subsea template at Smørbukk Sør was approved in 2004. A PDO for subsea gas compression at Midgard was approved in 2012, and the facility started operation in 2016. PDO exemptions for Blåbjørn and Smørbukk Nord were granted in 2023. The Åsgard facilities are an important part of the Norwegian Sea infrastructure. The Mikkel and Morvin fields are tied to Åsgard B for processing, and gas from Åsgard B is sent to the Tyrihans field for gas lift. The Trestakk field is tied-back to Åsgard A.","Båt, Fangst, Cromer Knoll","Åre, Tilje, Tofte, Ile, Garn, Lysing ",clastic,"Smørbukk and Smørbukk Sør are produced mainly by pressure depletion, with minor pressure support by gas injection. Smørbukk Nord, Midgard and Blåbjørn are produced by pressure depletion.",https://factpages.sodir.no/field/pageview/all/43765,1.0,113.13,244.38,99.65,457.15,6.28,21.23,7.81,35.31,207.78,397.77000000000004,202.75,59.85,337.92,868.15,0.47,0.389,0.544,0.518,0.6144,0.5266,0.944,0.913,0.934,0.923,3.4932,6.1885,11.8199,18.7377,25.6758,,,26.667,1999.417,5.0,41.704,15.037,2041.037,2003.0,24.872,14.799,10.073,98.0,81.0,14.0,3.0,1.0,65.07766969387755,6.9048350204081625,2334.0,4109.5,4230.9,4955.0,290.7,4230.9,431.7,480.0,113.2,True,144.8,288.0,1.8124119518546729,0.0035920867545838806,376.58,1213.84,1590.42,0.76,195.18,745.75,940.93,645.36,21.41,6.59,686.0,6010.0,0.0
